Word,Valence,Arousal,Dominance,Frequency
backhand,3.5,4.61,4.9,37
backpack,6.05,3.68,6.5,186
backroom,4.6,3.5,5.08,26
backseat,4.84,3.32,3.9,117
backside,4.58,3.68,5.22,85
backtrack,4.26,3.15,5.3,38
backup,5.85,3.45,5.85,862
backwater,4.33,3.84,5,31
backwoods,5,2.57,5.21,27
backyard,6.1,3.88,6.79,369
bacon,7.52,4.16,6.11,605
bacteria,3.3,4.24,3.44,155
bacterial,3.68,5,3.6,37
bad,3.24,4.86,3.56,27804
badass,6.14,6.68,6,75
badge,5.24,4.4,5.75,778
badger,4.63,4.35,4.58,89
badness,3.55,4.38,4.08,29
bag,5.05,3.43,5.62,4796
bagel,6.32,3.6,5.17,156
baggage,4.5,4,5.95,318
baggie,5.43,3.55,5.33,21
baggy,4.45,4.05,5.21,48
bail,3.79,3.91,4,885
bailiff,3.95,4.33,4.86,110
bait,4,3.5,5.95,496
bake,7.2,5,6.83,323
bakery,6.79,3.86,5.74,179
balance,6.84,4.13,5.47,764
balcony,6.11,4,5.09,373
bald,2.85,3.71,4.5,496
balding,3.05,3.38,3.65,28
bale,4.9,2.78,4.91,104
ball,6.14,3.48,5.47,5353
ballad,6.33,3.6,6.32,72
ballast,4.67,4.06,4.86,60
ballerina,6.79,3.73,5.59,118
ballet,6.86,3.72,5.62,523
ballgame,7,4.65,5.26,52
ballistic,5,4.09,4.3,59
ballistics,4.05,5.58,4.71,120
balloon,6.84,3.9,5.45,442
ballot,5.29,4.15,5.45,69
ballpark,5.44,3.85,5.16,89
ballplayer,5.26,4.09,6.24,32
ballpoint,5.1,2.46,5.26,20
ballroom,5.75,4.27,5.67,220
ballsy,4.9,5.29,5.88,20
balm,6.24,3.36,5.58,30
balmy,5.23,4.23,5.47,29
bamboo,6.33,3.2,5.6,80
ban,3.38,5.2,5.86,160
banana,6.71,3.21,6.05,547
band,6.44,4.52,5.56,2724
bandage,3.63,3.64,4.4,146
bandanna,5.26,3.15,5.42,21
bandit,3.88,5.18,4.77,191
bandstand,5.81,3.54,5.25,41
bandwagon,3.95,3.95,5.25,24
bandwidth,5.32,3.43,4.91,25
bang,5.1,6.09,4.89,1019
banger,4.05,3.33,5.45,35
banish,3.85,4.71,4.64,69
banister,5.42,2.55,5.83,67
banjo,6.35,3.53,5.09,83
bank,6,4.19,4.78,4334
banker,4.89,3.38,5.32,243
banking,5.47,4.24,4.74,152
bankroll,6.05,4.95,5.58,56
bankrupt,2.21,5.49,3.41,143
bankruptcy,2.52,5.39,3.31,121
banner,5.17,3.55,5.17,302
banquet,6.11,4.57,5,263
banshee,3.58,5.09,4.15,57
banter,5.48,3.5,5.27,70
baptism,6.62,3.96,5.23,61
baptize,5.59,3.32,6.57,37
bar,5,4.53,5.48,4385
barbarian,3.14,6.26,3.67,92
barbaric,3.43,5.6,4.31,72
barbecue,7.1,5.55,5.59,456
barbed,3.75,5.1,4.58,67
barber,4.89,3.18,5.91,279
barbershop,5.37,3.18,5.82,108
bare,5.5,4.65,5.58,425
barefoot,6.91,4.33,6.82,121
barf,2.32,5,3.71,100
bargain,7.63,5.48,6.11,612
bargaining,5.37,4.14,6.37,106
barge,5.44,3.15,4.52,198
baritone,6.05,4,4.74,21
bark,4.86,3.4,4.82,280
barkeep,5.7,3.71,5.54,50
barley,4.95,3.62,5.79,46
barmaid,4.85,4.6,4.59,35
barman,5.28,4.95,4.74,28
barn,6.16,3.57,5.65,693
barnacle,5.27,3.52,3.68,32
barnyard,5.65,2.55,5.15,45
barometer,5,2.88,3.82,36
baron,3.9,3.88,4.95,687
baroness,4.75,4.36,5.53,134
barracuda,4.85,5.16,3.47,35
barrel,4.92,3.43,4.94,542
barren,3.79,3.59,3.7,75
barricade,4.32,4.23,4.77,75
barrier,4.47,4.7,4.88,173
bartender,5.63,4.95,6.15,498
barter,5.64,4.74,6.45,46
base,5.68,3.1,6.37,1804
baseball,5.79,3.15,6.05,1288
baseball bat,5.75,3.39,5.86,0
baseline,5.4,2.52,5.16,38
baseman,5.19,3.95,5.05,30
basement,4.81,3.33,5.26,1074
bash,3.68,5.14,4.46,167
bashful,5.55,4.36,4.74,63
basic,5.5,2.95,6.05,794
basics,5.86,3.14,5.55,114
basil,6.43,3.82,5.36,69
basin,5.47,2.77,4.75,96
basis,5.42,2.68,5.18,609
bask,6.37,3.86,6.17,29
basket,5.66,2.48,5.3,672
basketball,5.67,4.35,5.05,1091
bass,5.23,4.87,5.89,385
bass guitar,6.27,4.88,6.43,0
bastard,3.31,5.1,2.59,3348
bat,4.81,4.57,4.29,1052
batch,5.57,3.29,5.43,212
bath,7,3.25,6.64,1587
bathe,7.5,3.15,6.5,128
bathhouse,5.32,4,5.68,26
bathing,6.14,3.23,6.93,379
bathrobe,6.48,4.05,5.47,85
bathroom,5.26,2.86,5.25,3145
bathtub,6.26,3.63,5.91,311
baton,4.63,3.64,5.38,145
battalion,5.14,4.76,4.77,298
batter,5.24,3.85,6,203
battered,2.95,3.86,3.22,57
battering,2.75,4.67,4.36,28
battery,4.26,3.95,4.35,633
battle,3.52,6.25,5.63,2155
battlefield,3.89,6.48,4.05,165
battleground,4.09,5.76,4.09,24
battleship,4.43,3.41,5.3,87
batty,4.44,4.05,4.21,35
bauble,5.71,3.83,4.67,22
bawl,3.58,4.86,4.14,28
bay,7.23,3.26,4.86,1236
bayonet,4.68,4.45,5.17,80
bayou,6.2,3.81,5.44,68
bazaar,6.42,5.9,5.48,58
bazooka,5.37,6.1,4.04,46
be,6.18,3.43,5.5,293085
beach,7.21,5.1,5.7,2888
beacon,5.18,4.52,5.32,197
bead,6.05,3.4,3.91,57
beady,4.58,3.73,4.73,36
beak,4.9,2.81,4.28,107
beaker,5.5,3.79,6,22
beam,5.74,3.59,6.54,445
bean,6,2.95,5.6,349
beanbag,5.88,3,6.17,26
beanie,5.58,3.58,5.36,78
bear,5.33,4.5,3.59,2928
bearable,5.72,3.57,5.47,34
beard,5.09,3.18,5.42,643
bearded,5.67,5.53,6.06,65
bearer,4.95,4.7,5.67,92
bearings,5.43,3.29,5.32,85
bearskin,4.25,3.95,5.6,21
beast,4.42,5.83,4.08,1252
beastly,4.19,6.22,4.38,34
beat,4.38,5.52,5.59,6716
beater,3.06,4.22,4.84,36
beautiful,7.61,5.71,6.17,14266
beauty,7.58,4.89,5.6,2460
beaver,5,4.05,5.15,246
bebop,6.26,3.95,5.25,21
become,6.32,3.43,6.18,5894
bed,7.16,3,6.73,9543
bedding,5.05,3.65,6,38
bedpan,2.74,5.05,4,48
bedroom,7,4.9,6.84,1872
bedside,5.89,2.96,5.93,98
bedspread,6.05,2.7,6,23
bedtime,6.57,3.76,7.05,316
bee,3.68,5.65,5.32,528
beef,6.11,4.37,6.32,1005
beefsteak,5.53,4.05,5.61,37
beehive,4.26,5.39,4.47,44
beep,5.11,3.82,4.74,332
beeper,4.9,3.16,4.18,144
beer,5.67,4.3,5.33,3850
bees,5.14,5.53,4.2,272
beeswax,5.15,3.62,5.53,23
beetle,4.2,4.45,5.93,105
befall,3.91,4.24,4.27,30
befriend,7.14,4.25,6.32,22
beg,3.72,4.65,3.17,2600
beggar,2.92,4.29,4.16,126
begin,6.44,2.85,5.72,2906
beginner,5.15,3.5,4.79,99
beginning,6.39,3,5.72,3219
begrudge,3.95,4.47,5.33,24
behave,6.25,3.72,7.05,828
behavior,5.28,4.27,5.88,1142
behavioral,5.1,4.1,5.96,79
behold,6.48,3.88,6.59,303
beholden,5.05,3.24,4.84,31
beige,5.26,2.6,5.05,69
belated,4.21,3.19,5.32,22
belch,4.18,4.77,4.75,37
belief,6.14,3.95,7.18,388
believable,6.89,4.05,5.3,72
believe,7.05,3.33,6.56,31882
believer,5.64,4.1,6.4,174
belittle,2.7,4.05,2.92,37
bell,5.67,4.7,6.16,2006
bellboy,4.95,3.13,5.08,63
bellhop,5.47,4,5.37,34
belligerent,3.11,5,3.56,33
bellman,5.35,3.25,4.93,55
bellow,4.63,4.75,6.26,23
belly,4.37,3.75,4.96,794
bellybutton,5.73,4.95,5.19,33
bellyful,5.85,3.28,5.17,30
belong,6.5,2.9,5.44,2263
belongings,6.09,3.96,6.17,154
beloved,7.38,4.91,6.85,651
belt,4.44,3.45,5.75,1242
beluga,5.1,3.77,5.74,28
bench,5.5,3.46,5.81,493
bend,5.75,4.4,6,768
benefactor,6,2.95,4.5,86
beneficial,6.61,4.18,6.3,40
beneficiary,6.19,4.45,6.5,69
benefit,6.87,3.53,6.25,732
benevolence,6.29,4.35,5.43,21
benevolent,5.95,3.6,5,37
benign,5.86,3.26,6,58
benzene,4.53,3.95,4.92,22
bequeath,4.64,4.39,5.6,43
bereaved,3.65,5.23,4.45,23
bereavement,3.2,4.45,3.97,23
beret,5.05,3.78,4.79,48
berserk,3.75,5.08,4.29,70
bestow,6.5,3.8,6.27,56
bestseller,6.82,5.89,6.14,35
bet,4.95,4.76,5.5,8763
beta,5.55,3.6,4.41,175
betray,2.52,5.33,3.86,466
betrayal,2.24,5.71,3.12,216
beverage,7.17,3.38,6.58,119
beware,3.3,5.24,5.32,292
bewildered,4.32,4.57,4.42,52
bias,3.95,4.27,5.44,82
biased,4.21,5.52,4.57,47
bib,5.78,3.57,5.16,25
bible,5.74,3.65,5,935
biblical,6.52,3.73,5.3,114
bicarbonate,4.9,3.5,4.86,37
bicentennial,6.3,4.7,5.5,22
biceps,5.95,4.42,6.45,48
bicker,2.81,5.13,4.54,25
bicycle,6.71,3.95,6.2,337
bid,5.16,4,5.67,642
bidder,5.39,3.5,5.32,88
bidding,5.29,4.91,5.76,234
bide,4.5,3.61,5.41,28
big,5.64,4.33,5.61,34824
bigamy,3.15,4.36,4.21,26
biggie,5.32,3.76,5.36,105
bigmouth,3.71,5.3,5.58,27
bigot,2.75,5.37,3.12,31
bigotry,2.24,6.15,4.53,34
bike,6.1,3.62,5.89,1320
biker,5.32,4.04,4.68,79
bikini,5.57,5.43,5.57,188
bilateral,5.23,2.86,5.23,30
bile,2.61,4.1,3.5,40
bill,3.11,4,4,6041
billboard,4.25,4,5.15,69
billiard,6.1,4,6.1,42
billing,3.23,5.18,4.47,101
billion,6.8,5.44,6.5,568
billionaire,6,6.75,6.36,98
bimbo,3.1,3.52,4.84,107
bin,4.95,3.04,5.21,274
binary,4.58,3.29,4.6,38
bind,4.82,4.53,4.24,171
binder,5.16,3.17,5.29,39
binding,4.15,4.21,4.27,111
binge,3.53,5.18,5.21,47
bingo,5.62,5,5.23,640
binoculars,5.57,2.58,6.1,80
bio,5.2,3.14,6.05,88
biochemical,4.05,4.21,4.21,38
biochemist,5.37,4.19,5.3,21
biochemistry,5.48,3.67,5.14,29
biographer,5.53,3.05,5.57,22
biography,5.4,3,5.95,75
biological,6.57,3.52,5.11,300
biologist,5.85,3.27,5.85,64
biology,6,4.1,4.45,250
bionic,5.42,5.18,4.91,30
biopsy,3.1,3.46,3.9,79
bipolar,3.26,5,3.18,42
birch,6.53,2.85,5,79
bird,6.75,3.83,5.88,2318
birdcage,5.2,4.23,4.52,24
birdie,6.47,3.43,5.43,253
birth,6.52,5.75,5,1405
birthday,6.37,4.6,6.07,4958
birthing,5.29,6.4,4.9,28
birthmark,4.6,3,4.24,85
birthplace,6.95,3.41,4.85,41
birthright,5.63,4.58,6.75,46
biscuit,6.45,2.91,6.26,191
bisexual,4.74,4.5,5.09,54
bishop,4.53,3.77,4.82,855
bisque,5.42,2.78,5.19,20
bistro,5.95,4.33,5.18,46
bit,5.05,3.86,5.53,11987
bitch,2.55,5.95,3.65,8609
bitchy,3.11,4.83,4.24,64
bite,3.52,5.1,6.58,2080
biter,3.59,5.27,4.5,29
bitter,3.63,4.64,4.58,568
bitterness,3.15,5.1,4.62,72
bittersweet,5.09,4.21,4.52,23
biz,4.7,4.42,5.27,95
bizarre,4.41,5,4.5,372
blab,3.7,4.74,4.52,29
blabbermouth,2.9,4.48,4.26,28
black,5.4,3.58,5.48,8565
blackberry,6.63,3.24,5.45,38
blackbird,5.62,3.5,5.04,42
blackboard,4.95,4,6,60
blacken,4.1,3.95,4.74,20
blackface,3.2,4.43,4.48,23
blackjack,5,5.05,5,208
blacklist,3.45,4,3.21,24
blackmail,2.59,5.44,3.98,394
blackmailer,2.05,5.11,2.77,54
blackness,3.82,4.52,5.23,45
blackout,3.73,4.89,2.76,225
blacksmith,5.58,3.24,6,107
bladder,4.58,3.78,5.53,202
blade,3.9,4.52,4.56,663
blame,2.94,4.81,3.33,2998
blameless,5.45,3.74,5.19,21
bland,3.88,2.43,5.77,55
blank,4.67,2.9,4.68,495
blanket,7.05,2.23,6.75,662
blasphemous,3.18,4.62,3.27,22
blasphemy,2.95,5.65,4.6,75
blast,4.45,4.5,4.45,825
blaster,4.89,5,5.38,52
blastoff,6.33,5.2,5.28,32
blatant,3.68,4.62,5.45,58
blaze,4.47,5.33,4.2,107
blazer,5.5,4.22,5.46,62
bleach,4.62,5.3,4.89,118
bleak,3.96,3.18,3.85,55
bleed,2.47,5,3.75,515
bleeder,3.29,5.9,3.6,60
bleep,5,4.85,5.27,136
blemish,3.1,4.81,5.12,30
blend,5.63,3.48,5.36,218
blender,5.16,4.05,5.53,85
bless,7,4.57,6.26,1788
blessed,7.5,3.55,5.32,704
blessing,7.18,4.21,6.1,495
blight,3.14,4.24,3.92,29
blimp,5.14,3.59,4.67,53
blind,2.8,3.73,3.04,2337
blindfold,4.55,3.65,3.5,88
blinding,3.37,5.24,4,75
blindness,2.55,4.78,2.38,67
blink,5.25,3.12,4.83,258
blip,4.52,4.4,4.55,41
bliss,7.62,4.13,6.36,160
blissful,7.67,3.74,6.08,27
blister,2.87,4.7,4.52,48
blistering,4.24,3.61,4.3,24
blitz,5.6,5.9,5.45,64
blizzard,4.36,6.53,3.65,99
bloat,3.4,3.78,3.86,26
bloated,2.8,3,3.24,86
blob,3.9,3.57,5.44,60
block,4.48,4.25,6.21,2067
blockade,3.45,3.4,4.36,78
blockage,3.7,4.19,3.57,34
blockbuster,5.68,5.35,5.75,54
blockhead,4.81,4.25,4.88,41
blog,5.14,3.61,6.11,33
bloke,5,4.24,4.78,238
blond,6.08,3,5.38,533
blonde,6,5.75,5.56,710
blood,3.48,5.76,3.94,9492
bloodbath,2.05,4.86,3.28,72
bloodhound,5,4.59,4.84,50
bloodline,5.71,4,3.73,30
bloodshed,3.61,5.22,3.19,100
bloodshot,2.85,4.72,4.04,26
bloodstream,5.05,3.77,4.7,88
bloodthirsty,2.55,4.9,4.68,49
bloody,2.86,5.76,3.75,1962
bloom,6.4,4.87,6.05,281
bloomers,6.26,4.57,5.13,24
blooming,7.19,3.04,5,81
blossom,7.05,4.75,5.64,184
blot,4.37,3.05,5.29,48
blotter,5.5,4.14,5.26,27
blouse,5.73,3.24,6.59,272
blow,6.1,4.48,5,4976
blowfish,4.62,3.95,4.5,31
blowjob,6.16,6.5,6.07,82
blowout,4.27,4.78,4.42,76
blowtorch,5.22,5.76,4.74,43
blubber,3.85,4.27,4.72,43
blue,6.53,3.69,5.79,5222
blueberry,7.11,3.23,5.7,131
bluebird,7.29,3.55,5.86,39
bluegrass,5.65,3.35,5.9,37
bluejay,6.64,3.43,5,18
blueprint,4.95,3.71,5.96,63
blues,3.43,3.61,5.44,523
bluff,4.58,4.17,5.21,317
blunder,3.95,4.14,3.64,46
blunt,4.65,4.61,5.63,250
blur,4.45,3.88,4.96,109
blurry,4.1,2.83,3.57,70
blurt,4.9,4.64,3.95,25
blush,6.38,4.74,4.25,136
boa,3.63,5.23,3.61,66
boa constrictor,3.79,5.06,2.71,0
boar,5,3.08,4.68,111
board,5.33,3.52,5.37,3272
board game,6.33,4.4,5.05,0
boarder,5.15,3.75,5.44,29
boarding,5.22,3.25,4.72,564
boardroom,4.38,3.75,5.38,39
boardwalk,6.86,4.08,6.17,94
boast,4.24,4.36,6.33,54
boat,6.36,4.05,5.59,4885
boathouse,6.05,4.83,5,39
boating,6.63,4.64,5.82,52
boatload,5.45,4.29,5.19,24
boatman,5.38,3.6,6.33,30
bobcat,5.38,5,4.36,20
bobsled,6,4.57,5.52,48
bode,4.71,4,4.9,24
bodily,4.74,3.71,4.29,108
body,5.95,4.62,5.76,9972
bodyguard,5.29,4.55,5.64,292
bog,3.57,3.68,5,49
bogey,3.58,4.86,3.75,127
bogeyman,3.81,4.67,3.69,44
bogus,2.84,5.32,3.59,138
bohemian,6.05,4.79,4.25,48
boil,4.48,5.42,5.4,303
boiler,4.47,3.23,5.08,144
bold,6.68,4.86,6.39,385
bolt,3.9,4.55,4.64,351
bomb,2.47,5.71,3.14,2736
bombardier,4.73,4.48,4.05,35
bombardment,3.14,5.48,3,43
bomber,2.84,6.24,3.94,214
bombing,2.1,7.11,3.42,382
bombshell,5.68,5.5,4.5,46
bonanza,6.09,4.42,5.71,83
bonbon,6.71,4.17,6.11,25
bondage,4.38,5.65,4.28,87
bonding,6.45,3.81,6.18,155
bondsman,3.58,4.24,4.5,26
bone,5.24,4.75,6,1329
bonehead,4.05,4.46,5.08,60
boner,5.33,5.15,4.8,119
bonfire,6.53,4.67,5.35,89
bong,4.26,4.05,5.95,142
bonkers,4.95,5.08,4.29,57
bonnet,4.89,2.96,6,95
bonsai,6.38,4.1,5.95,50
bonus,8.05,6.9,6.19,469
bony,4.95,4.89,5.31,61
boob,5.29,5.3,5.83,153
booby,7.23,5.33,5.91,129
booger,3.25,3.8,4.33,62
boogeyman,3.55,5.09,3,35
boogie,3.8,4.55,4.96,265
book,7.05,3.13,6.41,9026
bookcase,6.1,3.38,6.06,48
bookie,4.57,4,4,130
bookkeeper,5.58,3.61,6,65
bookkeeping,5.16,3.48,5.83,38
booklet,5.52,3.55,5.62,28
bookmaker,5.59,3.09,5.9,24
bookmark,6.26,3,6.47,21
bookshop,6.7,4.22,7,41
bookstore,7.19,4.25,7.15,200
bookworm,6.67,2.47,5.32,37
boom,4.74,5.57,5.14,1112
boomerang,5.91,4.57,5.14,47
boon,4.84,3.45,5.68,108
boost,6.53,4.7,6.25,230
booster,4.52,3.39,4.85,135
boot,5.3,3.95,6.24,568
booth,5.25,4.35,5.17,1039
bootleg,3.68,4.69,5,42
bootlegger,5.56,4.85,5.56,33
boots,5.89,3.52,5.08,977
booty,5.63,5.43,5.3,313
booze,5,5.08,5.15,558
bop,5.63,3.95,5.4,94
border,4.68,4.3,4.74,876
borderline,4,4.39,4.84,81
bored,2.95,3.65,4.96,1029
boredom,2.77,2.58,5.04,109
boring,2.71,2.85,6.05,1398
born,7.33,3.9,3.78,4268
borough,5,3.45,5.22,60
borrow,5.18,4.55,6.16,1495
bosom,6.44,4.7,5,159
boss,4.76,4.43,4.65,6339
bossy,2.86,4.68,4.73,89
botanical,5.77,3.25,5.73,53
botany,5.55,3,4.81,20
bother,4.44,4.2,4.22,3436
bottle,5.47,3.32,5.88,2588
bottleneck,4.5,4.48,5,26
bottling,5.37,3.61,5,38
bottom,3.61,3.19,3.44,2546
bottomless,5.71,4.3,4.64,45
botulism,3.4,4.57,3.3,28
bounce,6.1,4.68,6.15,502
bouncer,4.37,4.33,5.29,81
bouncy,6.64,4.54,5.54,91
bound,4.05,5.55,4.85,940
boundary,4.75,4.17,3.95,69
bountiful,6.27,4.43,6.16,39
bounty,4.37,4.85,5.45,366
bouquet,6.67,3.33,5.76,164
bourbon,5.7,5.95,5.69,319
bout,3.9,3.67,5.3,974
boutique,6.1,4.33,5.88,55
bovine,4.4,3.5,6.19,22
bow,5.46,3.85,5.95,1034
bowel,3.21,3.57,4.5,183
bowels,3.25,3.67,5.04,87
bowl,5.67,3.21,5.58,1094
bowler,5.18,3.64,5.35,67
bowling,6.68,4.05,5.2,545
box,5.33,2.67,4.67,4577
boxcar,5.5,4.21,4.95,33
boxer,5.21,4.14,5.64,196
boxing,4.47,5.73,5.63,370
boy,5.84,4.11,5.5,27021
boycott,4.2,5,6.52,49
boyfriend,7.06,4.9,5.17,3684
boyhood,5.42,3.45,5.35,31
boyish,5.73,4.63,5.62,31
boysenberry,5.95,3.19,5.8,22
bra,5.9,3.92,5.63,557
brace,4.85,3.9,4.97,319
bracelet,6.48,3.96,5,398
bracket,4.63,3.15,5.05,32
brag,4.05,3.5,5.32,179
braid,5.78,3.9,5.6,48
brain,6.22,3.35,6.28,3928
brainless,3.57,3.95,4.11,45
brainstorm,6.57,4.29,6.55,40
brainwash,3.11,5.9,2.88,22
brainy,6.26,5.05,6.92,48
brake,4.9,3.82,5.67,305
bran,4.84,2.26,5.05,67
branch,5.15,2.67,4.91,514
brand,5.05,2.82,4.57,712
brandy,5.67,3.86,5.5,567
brash,4.38,3.55,5.33,21
brass,5.05,4,5.95,618
brassiere,6,4.68,5.54,27
brat,2.67,4.67,4.61,317
bratwurst,5.65,2.75,4.81,24
bravado,5.89,4.7,6.04,24
brave,7.38,4.95,6.84,1617
bravery,7.38,5.84,6.57,147
brawl,3.64,5.38,4.73,108
brawn,5,4.65,5.57,29
brazen,5,5.67,5.64,60
breach,3.67,3.46,4.76,317
bread,6.52,3.85,6.05,1445
breadth,4.63,3.61,5.5,22
break,5.1,4.71,4.5,11275
breakaway,4.67,4.6,5.81,34
breakdown,3.48,4.73,3.62,373
breaker,3.91,4.75,5.52,117
breakfast,7.39,5,6.83,3381
breakthrough,6.35,5.68,6.58,175
breakup,2.19,6.33,3.72,149
breast,6.64,5.39,5,457
breath,6.61,2.35,5.78,2291
breathe,7.17,2.6,6.22,2474
breather,5.95,2.85,5.42,62
breathless,4.95,5.73,5.19,55
breathtaking,7,5.38,5.52,63
breech,3.14,3.57,5.05,35
breed,5.74,4.1,6.17,323
breeder,4.71,3.79,5.3,40
breeding,5.62,3.95,5.41,186
breeze,7.61,3.2,4.55,410
breezy,6.26,4.19,5.76,40
brethren,5.62,3.71,5.48,68
brew,5.42,3.5,5.71,128
brewery,5.74,4.75,5.46,92
brewing,6.62,5.85,5.19,48
briar,4.95,4,4.58,39
bribe,3.32,4.44,4.59,308
bribery,3.59,5.05,4.14,69
brick,4.65,2.53,5,519
bridal,6.2,4.84,5.54,133
bride,6.8,4.5,6.08,1235
bridegroom,6.1,4.33,4.75,73
bridesmaid,6.19,4.82,5.05,125
bridge,5.44,3.48,4.78,2331
brief,6,3.42,5.39,732
briefcase,5.2,3.59,6.33,438
briefing,4.76,3.58,5.88,233
brig,4,3.29,3.5,155
brigade,4.43,4.44,5.59,163
bright,6.84,5,6.38,2265
brighten,7.37,5.32,6.77,70
brightness,7.05,4.39,5.79,30
brilliance,7.09,5.24,6.64,75
brilliant,7.5,5.95,7.16,1826
brim,5.21,4,4.79,45
brimstone,3.67,3.87,3.65,71
bring,5.68,4.29,5.72,16685
brink,4.95,4.22,4.53,127
brisk,5.86,5.3,6.11,53
brisket,5.6,4.27,5.16,47
brittle,3.86,4.42,4.5,71
bro,5.32,3.77,5.13,1270
broach,4.47,3.29,4.61,23
broad,5.14,3.26,4.23,751
broadcast,4.89,4.41,4.92,457
broadcasting,4.68,4.14,5.58,163
broaden,6.39,3.16,5.6,50
broadside,3.8,3.16,4.64,23
broccoli,6,2.48,5.12,116
brochure,4.74,3.43,5.32,97
broken,2.75,4.86,3.76,3634
brokenhearted,2.47,5.41,3.47,20
broker,4.15,3.77,5.37,185
brokerage,4.5,3.57,5.16,28
bronco,5.83,4.25,4.28,72
bronze,5.81,3.62,5.4,143
brooch,5.33,3.64,5.04,67
brood,4.65,2.57,4.04,55
brooding,3.29,4,4.18,49
brook,7,3.33,6.08,104
broom,5.5,3.33,5.76,243
broomstick,5,3.32,5.5,43
broth,5.55,2.27,6.23,45
brothel,4.63,5.4,4.88,82
brother,6.18,4.48,5.46,14481
brotherhood,6.42,5.14,6.57,212
brotherly,7.45,4.44,6.31,43
brow,5.11,3.23,4.29,94
brown,5.52,3.32,4.65,3066
brownstone,4.74,2.94,4.94,25
browse,5.47,3.57,5.95,30
bruise,3.24,4.04,3.78,165
bruising,3.42,4.96,4.21,86
brunch,6.57,4.09,5.64,189
brunette,6.35,4.15,5.36,178
brunt,3.71,3.96,4.85,25
brush,5.47,3.18,6.18,722
brutal,3.07,5.13,3.94,375
brutality,2.43,4.96,3.89,112
brute,3.48,4.85,5.55,162
brutish,3,4.74,5.11,21
bubble,6.43,4.19,6.12,408
bubbly,6.9,4.77,6,70
bubonic,2.17,5.78,3.52,21
buck,6.5,4.7,5.39,1721
bucket,4.55,2.96,5.52,511
buckle,5.05,3.76,4.83,257
buckshot,4.76,5.15,5.14,52
buckwheat,5.24,2.7,6.22,24
budding,6.16,4.48,6.22,33
buddy,7.41,4.57,6.24,5247
budge,4.83,3.95,4.32,104
budget,4.56,3.33,4.9,513
buff,6.21,4.59,5.39,127
buffer,5.42,4.05,5.43,85
buffet,6.05,4.95,5.88,226
buffoon,3.95,5.7,4,44
bug,3.45,6.06,4.08,1068
buggy,4.65,4.04,5.33,127
bugle,5.05,4.41,5.42,88
bugler,4,4.15,4.24,58
build,6.33,3.38,6.5,2452
builder,5.95,3.32,6.93,48
building,5.47,3.35,6,5078
buildup,5.37,3.55,5.06,59
bulb,5.86,3.26,4.82,200
bulge,3.74,4.05,4.39,48
bulimic,2.86,4.3,4.06,29
bulk,4.89,3.43,5.05,97
bulkhead,4.67,3.65,4.88,48
bulky,4.21,3.95,5.24,26
bull,3.95,4.9,6.89,1403
bulldog,4.74,3.72,4.44,232
bulldozer,4.81,4.05,5.64,66
bullet,3.45,5.89,3.93,1950
bulletin,5.6,2.95,5.4,183
bulletproof,6.2,6.8,5.85,130
bullfighter,3.94,4.61,4.65,34
bullfrog,5.05,2.88,5.05,26
bullheaded,3.42,4.64,4.23,20
bullhorn,4.3,3.8,4.68,23
bullion,5.79,3.8,5.46,43
bullpen,5.15,4.52,5.62,33
bullshit,2.33,7,3,3537
bully,2.67,5.86,3.18,368
bum,3.64,4.39,4.74,787
bumblebee,5.43,4.38,4.74,33
bummer,2.57,4.32,3.89,212
bump,5.05,4.75,5.33,630
bumper,4.79,3.45,5.11,181
bumpy,4.3,4.76,4.79,190
bun,5.47,3.05,5.29,147
bunch,5.83,2.81,4.56,3003
bundle,5.1,3.48,5.12,199
bungalow,6.5,3.64,5.7,84
bungee,5.71,6.35,4.94,36
bunghole,3.9,4.59,5.42,33
bunion,3.48,4.11,4.19,35
bunk,5.43,3.53,5.19,320
bunker,4.7,4.23,4.95,239
bunkhouse,5.63,3.9,4.88,41
bunny,7.3,3.86,5.78,946
buoy,5.9,2.68,5.76,60
burden,3.05,3.96,3.14,501
bureau,4.7,3.74,5.19,568
bureaucracy,3.24,3.74,3.57,26
bureaucrat,3.05,3.1,4.46,29
bureaucratic,3.67,3.5,3.64,41
burger,6.95,3.65,5.59,522
burglar,2.67,5.32,3.88,282
burglary,2.26,6.33,2.85,182
burial,2.65,4.3,5.16,242
burlesque,5.68,5.3,4.74,36
burn,3.73,5.4,3.9,2816
burner,3.9,4.67,4.64,93
burp,5.38,4.95,5.75,66
burr,4.33,2.96,4.84,35
burrito,6.65,4.65,5,84
burrow,5.53,3.52,5.24,28
burst,5.43,5.09,4.45,435
bury,1.95,5.55,4.79,1054
bus,5.12,3.83,4.88,3783
busboy,4.71,3.91,4.57,86
bush,4.75,2.67,5,720
bushel,5.68,4.29,5.55,32
bushy,4.53,3.95,4.75,25
business,5.48,3.71,5.35,16371
businessman,5.38,3.36,5.43,404
businesswoman,6.1,4.24,5.2,25
busload,4.67,3.7,4.12,24
bust,4.77,5.8,6.53,1406
buster,4.59,3.71,5.09,823
bustle,5.29,4.26,4.62,42
busy,5.41,4.52,4.44,5433
busybody,3.68,4.34,5.61,31
butcher,4.4,4.15,5.18,434
butler,5.62,2.55,6.04,508
butt,5.36,5.2,5.68,1967
butter,6.36,3.37,5.67,1042
